CTE|ELT86964.1	K05030
CTE|ELU12387.1	K16796
CTE|ELU12391.1	K02583
CTE|ELU12393.1	K08376
CTE|ELU12397.1	K11718
CTE|ELU12399.1	K12076
CTE|ELU12405.1	K06890
CTE|ELU12410.1	K01206
CTE|ELU12412.1	K02903
CTE|ELU12416.1	K05646
CTE|ELU12418.1	K16576
CTE|ELU12420.1	K04569
CTE|ELU12421.1	K03062
CTE|ELU12422.1	K07443
CTE|ELU12427.1	K03512
CTE|ELU12428.1	K09276
CTE|ELU12429.1	K17925
CTE|ELU12430.1	K17418
CTE|ELU12431.1	K02204
CTE|ELU12434.1	K02605
CTE|ELU12436.1	K06238
CTE|ELU12439.1	K14616
CTE|ELU12445.1	K11765
CTE|ELU12446.1	K11765
CTE|ELU12447.1	K03105
CTE|ELU12449.1	K02085
CTE|ELU12450.1	K14395
CTE|ELU12451.1	K14395
CTE|ELU12454.1	K00558
CTE|ELU12456.1	K13208
CTE|ELU12458.1	K02999
CTE|ELU12459.1	K09666
CTE|ELU12462.1	K20465
CTE|ELU12463.1	K17637
CTE|ELU12467.1	K12843
CTE|ELU12468.1	K01135
CTE|ELU12469.1	K01315
CTE|ELU12471.1	K22037
CTE|ELU12472.1	K05312
CTE|ELU12477.1	K11861
CTE|ELU12479.1	K11064
CTE|ELU12482.1	K02656
CTE|ELU12483.1	K01997
CTE|ELU12484.1	K01998
CTE|ELU12490.1	K11419
CTE|ELU12491.1	K19656
CTE|ELU12492.1	K10876
CTE|ELU12495.1	K10876
CTE|ELU12497.1	K04499
CTE|ELU12502.1	K00289
CTE|ELU12505.1	K04615
CTE|ELU12507.1	K09884
CTE|ELU12508.1	K01049
CTE|ELU12510.1	K18461
CTE|ELU12511.1	K12495
CTE|ELU12520.1	K14703
CTE|ELU12526.1	K10493
CTE|ELU12529.1	K04072
CTE|ELU12539.1	K01206
CTE|ELU12541.1	K16307
CTE|ELU12542.1	K16307
CTE|ELU12545.1	K21989
CTE|ELU12546.1	K18164
CTE|ELU12548.1	K20216
CTE|ELU12549.1	K22721
CTE|ELU12551.1	K12741
CTE|ELU12554.1	K00698
CTE|ELU12555.1	K00698
CTE|ELU12556.1	K00698
CTE|ELU12557.1	K05991
CTE|ELU12559.1	K16477
CTE|ELU12560.1	K05658
CTE|ELU12561.1	K05658
CTE|ELU12562.1	K05658
CTE|ELU12563.1	K12893
CTE|ELU12564.1	K16460
CTE|ELU12567.1	K13189
CTE|ELU12568.1	K14774
CTE|ELU12569.1	K01301
CTE|ELU12571.1	K04600
CTE|ELU12574.1	K19465
CTE|ELU12580.1	K06839
CTE|ELU12581.1	K15174
CTE|ELU12582.1	K02988
CTE|ELU12583.1	K09250
CTE|ELU12588.1	K06850
CTE|ELU12589.1	K01206
CTE|ELU12592.1	K21987
CTE|ELU12594.1	K16662
CTE|ELU12597.1	K00718
CTE|ELU12598.1	K07935
CTE|ELU12600.1	K01298
CTE|ELU12603.1	K04392
CTE|ELU12606.1	K05694
CTE|ELU12607.1	K14555
CTE|ELU12608.1	K05039
CTE|ELU12609.1	K20051
CTE|ELU12610.1	K06255
CTE|ELU12611.1	K06255
CTE|ELU12612.1	K03134
CTE|ELU12613.1	K05022
CTE|ELU12614.1	K11976
CTE|ELU12616.1	K14351
CTE|ELU12617.1	K17922
CTE|ELU12620.1	K20162
CTE|ELU12621.1	K07151
CTE|ELU12622.1	K08214
CTE|ELU12624.1	K03263
CTE|ELU12626.1	K15259
CTE|ELU12627.1	K04554
CTE|ELU12628.1	K00734
CTE|ELU12631.1	K11997
CTE|ELU12632.1	K16727
CTE|ELU12633.1	K11787
CTE|ELU12634.1	K15104
CTE|ELU12635.1	K14951
CTE|ELU12636.1	K17302
CTE|ELU12637.1	K22764
CTE|ELU12638.1	K12485
CTE|ELU12641.1	K17935
CTE|ELU12642.1	K02866
CTE|ELU12646.1	K11253
CTE|ELU12647.1	K11254
CTE|ELU12648.1	K11252
CTE|ELU12649.1	K11275
CTE|ELU12652.1	K05148
CTE|ELU12653.1	K03263
CTE|ELU12655.1	K02995
CTE|ELU12665.1	K09454
CTE|ELU12668.1	K10251
CTE|ELU12669.1	K01915
CTE|ELU12671.1	K05198
CTE|ELU12679.1	K12757
CTE|ELU12684.1	K22817
CTE|ELU12685.1	K08764
CTE|ELU12686.1	K06672
CTE|ELU12687.1	K19525
CTE|ELU12691.1	K09228
CTE|ELU12692.1	K15637
CTE|ELU12693.1	K20825
CTE|ELU12695.1	K03242
CTE|ELU12697.1	K07765
CTE|ELU12701.1	K00228
CTE|ELU12703.1	K02295
CTE|ELU12704.1	K08545
CTE|ELU12705.1	K05208
CTE|ELU12706.1	K07931
CTE|ELU12708.1	K15009
CTE|ELU12709.1	K00275
CTE|ELU12710.1	K06632
CTE|ELU12712.1	K11498
CTE|ELU12718.1	K09250
CTE|ELU12721.1	K18364
CTE|ELU12722.1	K18366
CTE|ELU12724.1	K18040
CTE|ELU12725.1	K16541
CTE|ELU12731.1	K11253
CTE|ELU12732.1	K11251
CTE|ELU12733.1	K10461
CTE|ELU12738.1	K08375
CTE|ELU12739.1	K00710
CTE|ELU12740.1	K07523
CTE|ELU12741.1	K05030
CTE|ELU12745.1	K02599
CTE|ELU12746.1	K01022
CTE|ELU12749.1	K18486
CTE|ELU12752.1	K10902
CTE|ELU12753.1	K04266
CTE|ELU12755.1	K04266
CTE|ELU12756.1	K00738
CTE|ELU12760.1	K14209
CTE|ELU12763.1	K01869
CTE|ELU12764.1	K03005
CTE|ELU12765.1	K05864
CTE|ELU12767.1	K08054
CTE|ELU12768.1	K03132
CTE|ELU12769.1	K08770
CTE|ELU12770.1	K16538
CTE|ELU12778.1	K02984
CTE|ELU12781.1	K08883
CTE|ELU12782.1	K08881
CTE|ELU12783.1	K08863
CTE|ELU12784.1	K05038
CTE|ELU12789.1	K02666
CTE|ELU12790.1	K00891
CTE|ELU12791.1	K01735
CTE|ELU12793.1	K06062
CTE|ELU12794.1	K10089
CTE|ELU12802.1	K01893
CTE|ELU12803.1	K20397
CTE|ELU12811.1	K06560
CTE|ELU12815.1	K15198
CTE|ELU12816.1	K18633
CTE|ELU12817.1	K16831
CTE|ELU12823.1	K01230
CTE|ELU12824.1	K00560
CTE|ELU12827.1	K19572
CTE|ELU12829.1	K14709
CTE|ELU12830.1	K06560
CTE|ELU12832.1	K06252
CTE|ELU12841.1	K01724
CTE|ELU12842.1	K07206
CTE|ELU12843.1	K19752
CTE|ELU12844.1	K19752
CTE|ELU12845.1	K19750
CTE|ELU12847.1	K03654
CTE|ELU12850.1	K08171
CTE|ELU12853.1	K17290
CTE|ELU12854.1	K11490
CTE|ELU12855.1	K22037
CTE|ELU12857.1	K04615
CTE|ELU12863.1	K14621
CTE|ELU12865.1	K14621
CTE|ELU12868.1	K14402
CTE|ELU12870.1	K09201
CTE|ELU12872.1	K04712
CTE|ELU12874.1	K02209
CTE|ELU12875.1	K14965
CTE|ELU12876.1	K06100
CTE|ELU12877.1	K09649
CTE|ELU12879.1	K08815
CTE|ELU12881.1	K02184
CTE|ELU12884.1	K17602
CTE|ELU12888.1	K07374
CTE|ELU12889.1	K07374
CTE|ELU12891.1	K21548
CTE|ELU12894.1	K01359
CTE|ELU12898.1	K16488
CTE|ELU12901.1	K12173
CTE|ELU12902.1	K20096
CTE|ELU12904.1	K01511
CTE|ELU12909.1	K04908
CTE|ELU12910.1	K13514
CTE|ELU12914.1	K03358
CTE|ELU12915.1	K22078
CTE|ELU12917.1	K08765
CTE|ELU12918.1	K09339
CTE|ELU12923.1	K11976
CTE|ELU12924.1	K16587
CTE|ELU12926.1	K06126
CTE|ELU12928.1	K16772
CTE|ELU12930.1	K04668
CTE|ELU12931.1	K00753
CTE|ELU12932.1	K12324
CTE|ELU12938.1	K10768
CTE|ELU12939.1	K11592
CTE|ELU12941.1	K00106
CTE|ELU12942.1	K02519
CTE|ELU12946.1	K20840
CTE|ELU12947.1	K20840
CTE|ELU12948.1	K00272
CTE|ELU12949.1	K05038
CTE|ELU12953.1	K06792
CTE|ELU12957.1	K03424
CTE|ELU12971.1	K05542
CTE|ELU12976.1	K12828
CTE|ELU12980.1	K21918
CTE|ELU12981.1	K05658
CTE|ELU12982.1	K05658
CTE|ELU12992.1	K07374
CTE|ELU12995.1	K01025
CTE|ELU12997.1	K15498
CTE|ELU12998.1	K02175
CTE|ELU12999.1	K05610
CTE|ELU13003.1	K14684
CTE|ELU13004.1	K20121
CTE|ELU13006.1	K00731
CTE|ELU13009.1	K12896
CTE|ELU13010.1	K12896
CTE|ELU13011.1	K12896
CTE|ELU13019.1	K07943
CTE|ELU13022.1	K09935
CTE|ELU13024.1	K13221
CTE|ELU13025.1	K04230
CTE|ELU13028.1	K15338
CTE|ELU13030.1	K02731
CTE|ELU13031.1	K02731
CTE|ELU13033.1	K00469
CTE|ELU13035.1	K05051
CTE|ELU13038.1	K01889
CTE|ELU13040.1	K03431
CTE|ELU13041.1	K00796
CTE|ELU13045.1	K09453
CTE|ELU13051.1	K02599
CTE|ELU13053.1	K20181
CTE|ELU13054.1	K09406
CTE|ELU13056.1	K07375
CTE|ELU13063.1	K14464
CTE|ELU13064.1	K10396
CTE|ELU13065.1	K10396
CTE|ELU13067.1	K12309
CTE|ELU13069.1	K00753
CTE|ELU13073.1	K06496
CTE|ELU13079.1	K20879
CTE|ELU13080.1	K20879
CTE|ELU13082.1	K11252
CTE|ELU13101.1	K10876
CTE|ELU13105.1	K14772
CTE|ELU13106.1	K13344
CTE|ELU13108.1	K00876
CTE|ELU13111.1	K11141
CTE|ELU13113.1	K05717
CTE|ELU13119.1	K05051
CTE|ELU13120.1	K10473
CTE|ELU13121.1	K08121
CTE|ELU13122.1	K08957
CTE|ELU13126.1	K00355
CTE|ELU13127.1	K10294
CTE|ELU13128.1	K01025
CTE|ELU13130.1	K04831
CTE|ELU13133.1	K08955
CTE|ELU13134.1	K08955
CTE|ELU13136.1	K15537
CTE|ELU13137.1	K05039
CTE|ELU13138.1	K06236
CTE|ELU13139.1	K01283
CTE|ELU13141.1	K10461
CTE|ELU13144.1	K09040
CTE|ELU13146.1	K17341
CTE|ELU13159.1	K03036
CTE|ELU13161.1	K18408
CTE|ELU13163.1	K01315
CTE|ELU13164.1	K01315
CTE|ELU13169.1	K17776
CTE|ELU13170.1	K10956
CTE|ELU13177.1	K00718
CTE|ELU13179.1	K01520
CTE|ELU13181.1	K06114
CTE|ELU13185.1	K22855
CTE|ELU13186.1	K05662
CTE|ELU13187.1	K00761
CTE|ELU13188.1	K01551
CTE|ELU13189.1	K04459
CTE|ELU13190.1	K04728
CTE|ELU13192.1	K12028
CTE|ELU13193.1	K04728
CTE|ELU13194.1	K14634
CTE|ELU13195.1	K00505
CTE|ELU13196.1	K01415
CTE|ELU13201.1	K08145
CTE|ELU13203.1	K01805
CTE|ELU13204.1	K16725
CTE|ELU13205.1	K12849
CTE|ELU13206.1	K15439
CTE|ELU13207.1	K14994
CTE|ELU13208.1	K04500
CTE|ELU13209.1	K06756
CTE|ELU13210.1	K14379
CTE|ELU13212.1	K00720
CTE|ELU13213.1	K20056
CTE|ELU13226.1	K00604
CTE|ELU13228.1	K07766
CTE|ELU13229.1	K06560
CTE|ELU13230.1	K06560
CTE|ELU13231.1	K10443
CTE|ELU13238.1	K00718
CTE|ELU13242.1	K09276
CTE|ELU13252.1	K01990
CTE|ELU13255.1	K14387
CTE|ELU13258.1	K02599
CTE|ELU13259.1	K00868
CTE|ELU13261.1	K03234
CTE|ELU13262.1	K13170
CTE|ELU13263.1	K00753
CTE|ELU13264.1	K03359
CTE|ELU13265.1	K07962
CTE|ELU13266.1	K03364
CTE|ELU13267.1	K14077
CTE|ELU13268.1	K08596
CTE|ELU13270.1	K21403
CTE|ELU13273.1	K19753
CTE|ELU13274.1	K10458
CTE|ELU13276.1	K10749
CTE|ELU13278.1	K13147
CTE|ELU13279.1	K14648
CTE|ELU13280.1	K00993
CTE|ELU13282.1	K03327
CTE|ELU13287.1	K04416
CTE|ELU13291.1	K10104
CTE|ELU13292.1	K09086
CTE|ELU13294.1	K00569
CTE|ELU13296.1	K05658
CTE|ELU13297.1	K14403
CTE|ELU13298.1	K03232
CTE|ELU13299.1	K00876
CTE|ELU13304.1	K13959
CTE|ELU13307.1	K02665
CTE|ELU13312.1	K06694
CTE|ELU13313.1	K03147
CTE|ELU13315.1	K19222
CTE|ELU13317.1	K05728
CTE|ELU13318.1	K05728
CTE|ELU13323.1	K05030
CTE|ELU13325.1	K04134
CTE|ELU13329.1	K03103
CTE|ELU13330.1	K14411
CTE|ELU13331.1	K07841
CTE|ELU13333.1	K14559
CTE|ELU13334.1	K14559
CTE|ELU13337.1	K07378
CTE|ELU13340.1	K10849
CTE|ELU13343.1	K06252
CTE|ELU13344.1	K08106
CTE|ELU13346.1	K18263
CTE|ELU13347.1	K18263
CTE|ELU13353.1	K00710
CTE|ELU13357.1	K03902
CTE|ELU13359.1	K17341
CTE|ELU13360.1	K02920
CTE|ELU13361.1	K10901
CTE|ELU13362.1	K01893
CTE|ELU13363.1	K13140
CTE|ELU13372.1	K04231
CTE|ELU13373.1	K20185
CTE|ELU13377.1	K09228
CTE|ELU13380.1	K03113
CTE|ELU13383.1	K02324
CTE|ELU13384.1	K02998
CTE|ELU13386.1	K00372
CTE|ELU13387.1	K14464
CTE|ELU13389.1	K03899
CTE|ELU13392.1	K04392
CTE|ELU13395.1	K13872
CTE|ELU13397.1	K04739
CTE|ELU13399.1	K07854
CTE|ELU13400.1	K06237
CTE|ELU13401.1	K13203
CTE|ELU13403.1	K18681
CTE|ELU13404.1	K03940
CTE|ELU13405.1	K16063
CTE|ELU13406.1	K17776
CTE|ELU13407.1	K08074
CTE|ELU13408.1	K05869
CTE|ELU13409.1	K05869
CTE|ELU13410.1	K14549
CTE|ELU13413.1	K03320
CTE|ELU13416.1	K15336
CTE|ELU13417.1	K18085
CTE|ELU13419.1	K12876
CTE|ELU13421.1	K13352
CTE|ELU13424.1	K03914
CTE|ELU13426.1	K04615
CTE|ELU13433.1	K17353
CTE|ELU13440.1	K11600
CTE|ELU13452.1	K01446
CTE|ELU13453.1	K08371
CTE|ELU13456.1	K02674
CTE|ELU13457.1	K16195
CTE|ELU13458.1	K04208
CTE|ELU13461.1	K22555
CTE|ELU13463.1	K06491
CTE|ELU13465.1	K17353
CTE|ELU13466.1	K17353
CTE|ELU13470.1	K09250
CTE|ELU13471.1	K02330
CTE|ELU13472.1	K00820
CTE|ELU13473.1	K10485
CTE|ELU13474.1	K02330
CTE|ELU13476.1	K04596
CTE|ELU13478.1	K04256
CTE|ELU13484.1	K09228
CTE|ELU13486.1	K16605
CTE|ELU13487.1	K20163
CTE|ELU13488.1	K20163
CTE|ELU13491.1	K12373
CTE|ELU13494.1	K02911
CTE|ELU13499.1	K18032
CTE|ELU13503.1	K21415
CTE|ELU13508.1	K00894
CTE|ELU13515.1	K18808
CTE|ELU13518.1	K01412
CTE|ELU13519.1	K01025
CTE|ELU13521.1	K06901
CTE|ELU13526.1	K05612
CTE|ELU13531.1	K11294
CTE|ELU13532.1	K13130
CTE|ELU13536.1	K04809
CTE|ELU13537.1	K04811
CTE|ELU13540.1	K04922
CTE|ELU13544.1	K12323
CTE|ELU13548.1	K12323
CTE|ELU13551.1	K18490
CTE|ELU13557.1	K10417
CTE|ELU13559.1	K10644
CTE|ELU13561.1	K07874
CTE|ELU13562.1	K03327
CTE|ELU13563.1	K19347
CTE|ELU13569.1	K09404
CTE|ELU13575.1	K01294
CTE|ELU13576.1	K19372
CTE|ELU13582.1	K10461
CTE|ELU13585.1	K17513
CTE|ELU13588.1	K14960
CTE|ELU13589.1	K17065
CTE|ELU13595.1	K07374
CTE|ELU13600.1	K15259
CTE|ELU13601.1	K15259
CTE|ELU13603.1	K13960
CTE|ELU13607.1	K04266
CTE|ELU13608.1	K04615
CTE|ELU13609.1	K04615
CTE|ELU13610.1	K17479
CTE|ELU13612.1	K14611
CTE|ELU13615.1	K12190
CTE|ELU13621.1	K04530
CTE|ELU13623.1	K03644
CTE|ELU13624.1	K12171
CTE|ELU13625.1	K12171
CTE|ELU13626.1	K12171
CTE|ELU13627.1	K02223
CTE|ELU13629.1	K04498
CTE|ELU13630.1	K08049
CTE|ELU13631.1	K08049
CTE|ELU13632.1	K20317
CTE|ELU13636.1	K19202
CTE|ELU13637.1	K10802
CTE|ELU13638.1	K14802
CTE|ELU13639.1	K03678
CTE|ELU13640.1	K06627
CTE|ELU13641.1	K10866
CTE|ELU13642.1	K10866
CTE|ELU13644.1	K17360
CTE|ELU13647.1	K19944
CTE|ELU13649.1	K00767
CTE|ELU13650.1	K11214
CTE|ELU13651.1	K17767
CTE|ELU13652.1	K02358
CTE|ELU13653.1	K02924
CTE|ELU13654.1	K01106
CTE|ELU13655.1	K16308
CTE|ELU13656.1	K16308
CTE|ELU13657.1	K16756
CTE|ELU13659.1	K17815
CTE|ELU13662.1	K03537
CTE|ELU13663.1	K17680
CTE|ELU13664.1	K00766
CTE|ELU13666.1	K10404
CTE|ELU13668.1	K13748
CTE|ELU13670.1	K05218
CTE|ELU13673.1	K06269
CTE|ELU13676.1	K13206
CTE|ELU13679.1	K02830
CTE|ELU13680.1	K11364
CTE|ELU13681.1	K07375
CTE|ELU13684.1	K04371
CTE|ELU13685.1	K11422
CTE|ELU13686.1	K11422
CTE|ELU13688.1	K17968
CTE|ELU13691.1	K00357
CTE|ELU13694.1	K02183
CTE|ELU13698.1	K02183
CTE|ELU13700.1	K02183
CTE|ELU13701.1	K01623
CTE|ELU13703.1	K22747
CTE|ELU13705.1	K17871
CTE|ELU13706.1	K15441
CTE|ELU13710.1	K01229
CTE|ELU13711.1	K01229
CTE|ELU13713.1	K00419
CTE|ELU13714.1	K05033
CTE|ELU13715.1	K02331
CTE|ELU13717.1	K09668
CTE|ELU13720.1	K01557
CTE|ELU13722.1	K03108
CTE|ELU13723.1	K09499
CTE|ELU13728.1	K14810
CTE|ELU13729.1	K12820
CTE|ELU13730.1	K01510
CTE|ELU13732.1	K21248
CTE|ELU13735.1	K12305
CTE|ELU13740.1	K19922
CTE|ELU13741.1	K19922
CTE|ELU13742.1	K03254
CTE|ELU13743.1	K00699
CTE|ELU13746.1	K10461
CTE|ELU13748.1	K05202
CTE|ELU13749.1	K00019
CTE|ELU13757.1	K16358
CTE|ELU13764.1	K18201
CTE|ELU13767.1	K08106
CTE|ELU13779.1	K06252
CTE|ELU13780.1	K18764
CTE|ELU13782.1	K09228
CTE|ELU13785.1	K08736
CTE|ELU13794.1	K02599
CTE|ELU13798.1	K03899
CTE|ELU13799.1	K17293
CTE|ELU13802.1	K16857
CTE|ELU13803.1	K12350
CTE|ELU13805.1	K22470
CTE|ELU13806.1	K21307
CTE|ELU13807.1	K15259
CTE|ELU13808.1	K11140
CTE|ELU13809.1	K01807
CTE|ELU13810.1	K03010
CTE|ELU13811.1	K21554
CTE|ELU13818.1	K04318
CTE|ELU13823.1	K04887
CTE|ELU13827.1	K21440
CTE|ELU13829.1	K08495
CTE|ELU13831.1	K05033
CTE|ELU13833.1	K03239
CTE|ELU13834.1	K21278
CTE|ELU13835.1	K02183
CTE|ELU13837.1	K02183
CTE|ELU13843.1	K12900
CTE|ELU13844.1	K12900
CTE|ELU13847.1	K04605
CTE|ELU13849.1	K04603
CTE|ELU13850.1	K05349
CTE|ELU13851.1	K11414
CTE|ELU13852.1	K05760
CTE|ELU13853.1	K05760
CTE|ELU13854.1	K13912
CTE|ELU13858.1	K16681
CTE|ELU13869.1	K00121
CTE|ELU13870.1	K02513
CTE|ELU13871.1	K22843
CTE|ELU13874.1	K11204
CTE|ELU13880.1	K01593
CTE|ELU13881.1	K00850
CTE|ELU13887.1	K04231
CTE|ELU13890.1	K17495
CTE|ELU13893.1	K12580
CTE|ELU13894.1	K16540
CTE|ELU13896.1	K14777
CTE|ELU13900.1	K14010
CTE|ELU13904.1	K15297
CTE|ELU13906.1	K15297
CTE|ELU13911.1	K13299
CTE|ELU13919.1	K15175
CTE|ELU13923.1	K05088
CTE|ELU13924.1	K02136
CTE|ELU13925.1	K17339
CTE|ELU13928.1	K09183
CTE|ELU13930.1	K12462
CTE|ELU13940.1	K01331
CTE|ELU13945.1	K14320
CTE|ELU13946.1	K22499
CTE|ELU13949.1	K11253
CTE|ELU13950.1	K20184
CTE|ELU13951.1	K09368
CTE|ELU13952.1	K12168
CTE|ELU13956.1	K10683
CTE|ELU13958.1	K14816
CTE|ELU13959.1	K02921
CTE|ELU13962.1	K10389
CTE|ELU13964.1	K08734
CTE|ELU13965.1	K08734
CTE|ELU13967.1	K18405
CTE|ELU13970.1	K00894
CTE|ELU13973.1	K07378
CTE|ELU13975.1	K00718
CTE|ELU13976.1	K00718
CTE|ELU13977.1	K04265
CTE|ELU13980.1	K04807
CTE|ELU13987.1	K15192
CTE|ELU13992.1	K07393
CTE|ELU13993.1	K09848
CTE|ELU13998.1	K05929
CTE|ELU13999.1	K00731
CTE|ELU14000.1	K03283
CTE|ELU14005.1	K14572
CTE|ELU14006.1	K00797
CTE|ELU14012.1	K13667
CTE|ELU14013.1	K07045
CTE|ELU14014.1	K17267
CTE|ELU14018.1	K07424
CTE|ELU14019.1	K00710
CTE|ELU14020.1	K18283
CTE|ELU14023.1	K02434
CTE|ELU14030.1	K22970
CTE|ELU14032.1	K22970
CTE|ELU14033.1	K05717
CTE|ELU14036.1	K11971
CTE|ELU14037.1	K11363
CTE|ELU14038.1	K07213
CTE|ELU14039.1	K01204
CTE|ELU14042.1	K16498
CTE|ELU14046.1	K01444
CTE|ELU14048.1	K01022
CTE|ELU14051.1	K04257
CTE|ELU14054.1	K20314
CTE|ELU14056.1	K16790
CTE|ELU14059.1	K04969
CTE|ELU14072.1	K02186
CTE|ELU14074.1	K09113
CTE|ELU14075.1	K07762
CTE|ELU14076.1	K04097
CTE|ELU14077.1	K04097
CTE|ELU14079.1	K11252
CTE|ELU14082.1	K02926
CTE|ELU14083.1	K21891
CTE|ELU14089.1	K00033
CTE|ELU14091.1	K01868
CTE|ELU14093.1	K01557
CTE|ELU14094.1	K08120
CTE|ELU14099.1	K02599
CTE|ELU14102.1	K04306
CTE|ELU14106.1	K03902
CTE|ELU14110.1	K14620
CTE|ELU14115.1	K16570
CTE|ELU14116.1	K01530
CTE|ELU14118.1	K04508
CTE|ELU14120.1	K11594
CTE|ELU14121.1	K02938
CTE|ELU14123.1	K16687
CTE|ELU14124.1	K03801
CTE|ELU14126.1	K00731
CTE|ELU14128.1	K20704
CTE|ELU14129.1	K17280
CTE|ELU14130.1	K03504
CTE|ELU14133.1	K18203
CTE|ELU14135.1	K00111
CTE|ELU14138.1	K10226
CTE|ELU14143.1	K13194
CTE|ELU14144.1	K13194
CTE|ELU14151.1	K05692
CTE|ELU14152.1	K01077
CTE|ELU14153.1	K07819
CTE|ELU14154.1	K07422
CTE|ELU14157.1	K20290
CTE|ELU14158.1	K03068
CTE|ELU14161.1	K06233
CTE|ELU14167.1	K08489
CTE|ELU14172.1	K00111
CTE|ELU14173.1	K00803
CTE|ELU14175.1	K04170
CTE|ELU14177.1	K05758
CTE|ELU14178.1	K17542
CTE|ELU14183.1	K05545
CTE|ELU14184.1	K22182
CTE|ELU14189.1	K18405
CTE|ELU14190.1	K02882
CTE|ELU14193.1	K01832
CTE|ELU14194.1	K01832
CTE|ELU14197.1	K14973
CTE|ELU14198.1	K20296
CTE|ELU14199.1	K00457
CTE|ELU14206.1	K05175
CTE|ELU14208.1	K00736
CTE|ELU14210.1	K05955
CTE|ELU14215.1	K03143
CTE|ELU14220.1	K01262
CTE|ELU14223.1	K11503
CTE|ELU14225.1	K08202
CTE|ELU14228.1	K17266
CTE|ELU14231.1	K03512
CTE|ELU14232.1	K02183
CTE|ELU14233.1	K02263
CTE|ELU14235.1	K05126
CTE|ELU14240.1	K01025
CTE|ELU14248.1	K04855
CTE|ELU14250.1	K00469
CTE|ELU14268.1	K02959
CTE|ELU14272.1	K10461
CTE|ELU14274.1	K14306
CTE|ELU14286.1	K03320
CTE|ELU14292.1	K07763
CTE|ELU14293.1	K17095
CTE|ELU14295.1	K20164
CTE|ELU14297.1	K06101
CTE|ELU14301.1	K17387
CTE|ELU14303.1	K17918
CTE|ELU14309.1	K15436
CTE|ELU14313.1	K15436
CTE|ELU14314.1	K18463
CTE|ELU14315.1	K01230
CTE|ELU14316.1	K12626
CTE|ELU14317.1	K21594
CTE|ELU14319.1	K09228
CTE|ELU14320.1	K12323
CTE|ELU14321.1	K12323
CTE|ELU14330.1	K14849
CTE|ELU14334.1	K10300
CTE|ELU14337.1	K14611
CTE|ELU14338.1	K10443
CTE|ELU14343.1	K16572
CTE|ELU14344.1	K16572
CTE|ELU14346.1	K00718
CTE|ELU14348.1	K10457
CTE|ELU14349.1	K08770
CTE|ELU14356.1	K01195
CTE|ELU14358.1	K01173
CTE|ELU14364.1	K13123
CTE|ELU14369.1	K04988
CTE|ELU14373.1	K06252
CTE|ELU14374.1	K06560
CTE|ELU14375.1	K12301
CTE|ELU14378.1	K04282
CTE|ELU14381.1	K01315
CTE|ELU14382.1	K05312
CTE|ELU14384.1	K21411
CTE|ELU14385.1	K19525
CTE|ELU14390.1	K08844
CTE|ELU14391.1	K04368
CTE|ELU14393.1	K02880
CTE|ELU14394.1	K01868
CTE|ELU14397.1	K15214
CTE|ELU14398.1	K04523
CTE|ELU14401.1	K05681
CTE|ELU14402.1	K20876
CTE|ELU14406.1	K17435
CTE|ELU14412.1	K02261
CTE|ELU14424.1	K15261
CTE|ELU14435.1	K02186
CTE|ELU14438.1	K01869
CTE|ELU14442.1	K14210
CTE|ELU14444.1	K08376
CTE|ELU14446.1	K21436
CTE|ELU14453.1	K01022
CTE|ELU14455.1	K01022
CTE|ELU14459.1	K04309
CTE|ELU14463.1	K00753
CTE|ELU14464.1	K12235
CTE|ELU14467.1	K20051
CTE|ELU14469.1	K02599
CTE|ELU14470.1	K00753
CTE|ELU14482.1	K17495
CTE|ELU14483.1	K17495
CTE|ELU14492.1	K02432
CTE|ELU14493.1	K01968
CTE|ELU14496.1	K10444
CTE|ELU14503.1	K12047
CTE|ELU14504.1	K00077
CTE|ELU14506.1	K05206
CTE|ELU14511.1	K04348
CTE|ELU14516.1	K05749
CTE|ELU14522.1	K13983
CTE|ELU14523.1	K13983
CTE|ELU14526.1	K19748
CTE|ELU14532.1	K11426
CTE|ELU14533.1	K01876
CTE|ELU14536.1	K22843
CTE|ELU14537.1	K03593
CTE|ELU14538.1	K02513
CTE|ELU14542.1	K04849
CTE|ELU14544.1	K13350
CTE|ELU14548.1	K17613
CTE|ELU14549.1	K04144
CTE|ELU14550.1	K17613
CTE|ELU14553.1	K00326
CTE|ELU14554.1	K09228
CTE|ELU14556.1	K13205
CTE|ELU14557.1	K01942
CTE|ELU14561.1	K05088
CTE|ELU14563.1	K05088
CTE|ELU14564.1	K05088
CTE|ELU14565.1	K00016
CTE|ELU14567.1	K00029
CTE|ELU14568.1	K17571
CTE|ELU14569.1	K10639
CTE|ELU14574.1	K14685
CTE|ELU14575.1	K18405
CTE|ELU14577.1	K22531
CTE|ELU14579.1	K07952
CTE|ELU14583.1	K03246
CTE|ELU14586.1	K19511
CTE|ELU14587.1	K19483
CTE|ELU14588.1	K19483
CTE|ELU14589.1	K19483
CTE|ELU14597.1	K15538
CTE|ELU14598.1	K03236
CTE|ELU14599.1	K03236
CTE|ELU14602.1	K00551
CTE|ELU14604.1	K09063
CTE|ELU14605.1	K10370
CTE|ELU14606.1	K10408
CTE|ELU14607.1	K10408
CTE|ELU14608.1	K01969
CTE|ELU14609.1	K01555
CTE|ELU14613.1	K09292
CTE|ELU14616.1	K16809
CTE|ELU14620.1	K09528
CTE|ELU14621.1	K01867
